"id","date","type","seller","description","price","quantity","currency","created_at","updated_at","company_expense","tax","expense_category_id","paid_by_others"
"2125","2026-01-24","Alcohol","262Live","2 bira","490.00","1.00","₺","2026-01-25 07:37:27","2026-01-25 07:37:27","0",NULL,NULL,NULL
"2126","2026-01-25","Market","benzinlik","Eti Karam","35.00","1.00","₺","2026-01-26 12:31:25","2026-01-26 12:31:25","0",NULL,NULL,NULL
"2127","2026-01-22","Meal","Avşarbey","Çiğ Köfte","120.00","1.00","₺","2026-01-26 12:32:02","2026-01-26 12:32:02","1","10.91",NULL,NULL
"2128","2026-01-23","Meal","Avşarbey","Yoğurtlu tantuni","200.00","1.00","₺","2026-01-26 12:32:49","2026-01-26 12:32:49","1","18.18",NULL,NULL
"2129","2026-01-26","Fuel","Görpet","46,39lt x 53,88₺","2499.49","1.00","₺","2026-01-26 13:03:50","2026-01-26 13:03:50","1","416.58",NULL,NULL
"2130","2025-12-26","Bills","Gürkan Öztaban","Muhasebeci ücreti","1500.00","1.00","₺","2026-01-26 13:09:16","2026-01-26 13:09:16","1","250.00",NULL,NULL
"2131","2026-01-26","Bills","Gürkan Öztaban","Muhasebeci ücreti","2000.00","1.00","₺","2026-01-26 13:11:10","2026-01-26 13:11:10","1","333.33",NULL,NULL
"2132","2026-01-26","Tax-Penalty Charge","Devlet","Devlete ödenen KDV vergisi.","791.00","1.00","₺","2026-01-26 13:13:04","2026-01-26 13:13:04","0",NULL,NULL,NULL
"2133","2026-01-26","Tax-Penalty Charge","Devlet","Stopaj vergisi","1239.70","1.00","₺","2026-01-26 13:13:37","2026-01-26 13:13:37","0",NULL,NULL,NULL
"2134","2026-01-26","Savings","SGK","Bağkur ödemesi","7736.63","1.00","₺","2026-01-26 13:14:42","2026-01-26 13:14:42","1",NULL,NULL,NULL
"2135","2026-01-28","Hobby","Qerida","milonga giriş ücreti.","400.00","1.00","₺","2026-01-29 13:09:45","2026-01-29 13:09:45","0",NULL,NULL,"0"
"2136","2026-01-26","Savings","BinanceTR","otomatik yatırım.","2170.00","1.00","₺","2026-01-29 13:18:22","2026-01-29 13:18:22","0",NULL,NULL,"0"
"2137","2026-01-28","Alcohol","RocknRolla","2 bira bir çörçil","410.00","1.00","₺","2026-01-29 13:19:10","2026-01-29 13:19:10","0",NULL,NULL,"0"
"2138","2026-01-30","Market","File","Market alışverişi","221.89","1.00","₺","2026-01-30 07:28:32","2026-01-30 07:28:32","0",NULL,NULL,"0"
"2139","2026-01-30","Savings","Acil Durum Hesabı","Acil durumlar için hesaba transfer.","200.00","1.00","₺","2026-01-30 11:12:35","2026-01-30 11:12:35","0",NULL,NULL,"0"
"2140","2026-01-27","Coffee","Gölkenarı Gıda","2 su","70.00","1.00","₺","2026-01-30 11:15:36","2026-01-30 11:15:36","0",NULL,NULL,"0"
"2141","2026-02-03","Market","Benzinlik","abur cubur","182.00","1.00","₺","2026-02-04 13:09:02","2026-02-04 13:09:02","0",NULL,NULL,"0"
"2142","2026-01-31","Clothes","Metro","Kışlık bot ayakkabı","849.90","1.00","₺","2026-02-04 13:09:51","2026-02-04 13:09:51","0",NULL,NULL,"0"
"2143","2026-01-31","Alcohol","Metro","Smirnoff North ve 1 bira","1250.00","1.00","₺","2026-02-04 13:10:28","2026-02-04 13:11:03","0",NULL,NULL,"0"
"2144","2026-02-01","Women","Takıcı","Nazlı için bakır bileklik hediye.","300.00","1.00","₺","2026-02-04 13:14:32","2026-02-04 13:14:32","0",NULL,NULL,"0"
"2145","2026-01-31","Alcohol","CSO","CSO içinde 1 bira içtim.","250.00","1.00","₺","2026-02-04 13:16:54","2026-02-04 13:16:54","0",NULL,NULL,"0"
"2146","2026-01-31","Collection","Anıtkabir","Anıtkabir hatırası kartpostal.","50.00","1.00","₺","2026-02-04 13:17:42","2026-02-04 13:17:42","0",NULL,NULL,"0"
"2147","2026-01-29","Alcohol","262Live","1 bira","230.00","1.00","₺","2026-02-04 13:18:36","2026-02-04 13:18:36","0",NULL,NULL,"0"
"2148","2026-02-05","Alcohol","262Live","2 bira","460.00","1.00","₺","2026-02-06 11:38:03","2026-02-06 11:38:03","0",NULL,NULL,"0"
"2149","2026-02-05","Women","262Live","3 north shot","510.00","1.00","₺","2026-02-06 11:38:56","2026-02-06 11:38:56","0",NULL,NULL,"0"
"2150","2026-02-04","Coffee","Starbucks","Amerikano","150.00","1.00","₺","2026-02-07 16:19:08","2026-02-07 16:19:08","0",NULL,NULL,"0"
"2152","2026-02-13","Bills","İzgaz","doğalgaz faturası","731.00","1.00","₺","2026-02-09 00:41:10","2026-02-09 00:41:10","0",NULL,NULL,"0"
"2153","2026-02-04","Hobby","Royal Petshop","Çipil için balık yemi.","100.00","1.00","₺","2026-02-09 00:42:09","2026-02-09 00:42:09","0",NULL,NULL,"0"
"2154","2026-01-31","Hobby","CSO Ankara","Ankara'daki milonga girişi.","350.00","1.00","₺","2026-02-09 00:43:32","2026-02-09 00:43:32","0",NULL,NULL,"0"
"2155","2026-02-02","Market","File","Market alışverişi","1278.04","1.00","₺","2026-02-09 00:44:02","2026-02-09 00:44:02","0",NULL,NULL,"0"
"2156","2026-02-06","Meal","Cadı Evi","Melike ve Nazlı ile tatlıcıda tatlı.","1560.00","1.00","₺","2026-02-09 00:45:28","2026-02-09 00:45:28","1","141.82",NULL,"0"
"2157","2026-01-30","Meal","Komagene","çiğ köfte","280.00","1.00","₺","2026-02-09 00:46:25","2026-02-09 00:46:25","1","25.45",NULL,"0"
"2158","2025-12-31","Market","Starbucks","Eray Filiz Yeşim'le kahve.","475.00","1.00","₺","2026-02-09 00:47:42","2026-02-09 00:47:42","1","43.18",NULL,"1"
"2159","2026-01-31","Coffee","Starbucks","Kahve ortaklaşa payıma düşen.","118.75","1.00","₺","2026-02-09 00:48:39","2026-02-09 00:48:39","0",NULL,NULL,"0"
"2160","2026-02-02","Meal","Tavuk Dünyası","Nazlı ile öğlen yemeği.","815.00","1.00","₺","2026-02-09 01:05:05","2026-02-09 01:05:05","1","74.09",NULL,"0"
"2161","2026-01-30","Market","Onyaka","Market alışverişi","510.59","1.00","₺","2026-02-09 01:06:03","2026-02-09 01:06:03","0",NULL,NULL,"0"
"2162","2026-01-26","Meal","Londra Farma İlaç Gıda","yiyecek.","500.00","1.00","₺","2026-02-09 01:07:18","2026-02-09 01:07:18","1","45.45",NULL,"0"
"2163","2025-12-30","Meal","Avşarbey","yoğurtlu tantuni","200.00","1.00","₺","2026-02-09 01:08:10","2026-02-09 01:08:10","1","18.18",NULL,"0"
"2164","2026-01-27","Meal","Gölkenarı Gıda","Burger ve tost Nazlı ile.","800.00","1.00","₺","2026-02-09 01:09:33","2026-02-09 16:02:42","1","72.73",NULL,"0"
"2165","2026-01-31","Meal","VKN: 6191321613 Meşhur Ferhat Karataş Lokanta","Boşveer ekibi ile yemek.","3270.00","1.00","₺","2026-02-09 01:11:53","2026-02-09 01:11:53","1","297.27",NULL,"1"
"2166","2026-02-01","Coffee","VKN: 6270264662 Eskiydi Cafe","Boşveer ekibi ile kahve.","725.00","1.00","₺","2026-02-09 01:14:07","2026-02-09 01:14:07","1","65.91",NULL,"1"
"2167","2026-02-01","Hobby","Kelime Müzesi","Müze giriş ücreti.","150.00","1.00","₺","2026-02-09 01:15:05","2026-02-09 01:15:05","0",NULL,NULL,"0"
"2168","2026-02-01","Meal","VKN: 7640875032 Serve Kafe Unlu","Boşveer ekibi ile kahvaltı. Krovasante.","2481.00","1.00","₺","2026-02-09 01:16:37","2026-02-09 01:16:37","1","225.55",NULL,"1"
"2169","2026-02-01","Coffee","Starbucks","Boşveer ekibi ile kahve.","830.00","1.00","₺","2026-02-09 01:18:20","2026-02-09 01:18:20","1","75.45",NULL,"1"
"2170","2026-01-31","Fuel","Shell","48,97lt x 55,96₺","2740.36","1.00","₺","2026-02-09 01:19:33","2026-02-09 01:19:33","1","456.73",NULL,"0"
"2171","2026-02-01","Market","Benzinlik","Ekiple aburcubur.","280.00","1.00","₺","2026-02-09 01:20:31","2026-02-09 01:20:31","0",NULL,NULL,"0"
"2172","2026-02-01","Meal","Özetler","Boşveer ekibi ile yemek.","2300.00","1.00","₺","2026-02-09 01:21:27","2026-02-09 01:21:27","1","209.09",NULL,"1"
"2173","2026-02-01","Fuel","Shell","40,35lt x 56,28₺","2270.90","1.00","₺","2026-02-09 01:23:28","2026-02-09 01:23:28","1","378.48",NULL,"0"
"2174","2026-02-07","Alcohol","Dallas Büfe","3 bira","360.00","1.00","₺","2026-02-09 16:01:29","2026-02-09 16:01:29","0",NULL,NULL,"0"
"2175","2026-02-08","Market","Benzinlik","abur cubur","130.00","1.00","₺","2026-02-09 16:04:22","2026-02-09 16:04:22","0",NULL,NULL,"0"
"2176","2026-02-08","Meal","Zenka","2 lahmacun","380.00","1.00","₺","2026-02-09 16:06:13","2026-02-09 16:06:18","1","34.55",NULL,"0"
"2177","2026-02-08","Meal","Zenka","3 diş kuru baklava","227.80","1.00","₺","2026-02-09 16:06:46","2026-02-09 16:06:46","1","2.26",NULL,"0"
"2178","2026-02-10","Meal","Öncü","Tavuk dürüm ayran","200.00","1.00","₺","2026-02-10 14:17:44","2026-02-10 14:17:44","0",NULL,NULL,"0"
"2179","2026-02-09","Market","Akmar","Abur cubur","33.00","1.00","₺","2026-02-10 14:19:01","2026-02-10 14:19:01","0",NULL,NULL,"0"
"2180","2026-02-10","Benefaction","Kitapçı","Kıvanç için 3 çocuk kitabı","100.00","1.00","₺","2026-02-10 14:21:17","2026-02-10 14:21:17","0",NULL,NULL,"0"
"2181","2026-02-10","Savings","Midas","AFA fonu için haftalık transfer.","600.00","1.00","₺","2026-02-10 14:27:18","2026-02-10 14:27:18","0",NULL,NULL,"0"
"2182","2026-02-11","Tax-Penalty Charge","Belediye","Tuvalet ücreti","15.00","1.00","₺","2026-02-11 16:18:24","2026-02-11 16:18:24","0",NULL,NULL,"0"
"2183","2026-02-11","Hobby","Qerida","milonga giriş ücreti.","400.00","1.00","₺","2026-02-12 06:24:32","2026-02-12 06:24:32","0",NULL,NULL,"0"
"2184","2026-02-12","Alcohol","FilBar","2 blanc fıçı","650.00","1.00","₺","2026-02-12 06:25:06","2026-02-12 06:25:06","0",NULL,NULL,"0"
"2185","2026-02-11","Meal","Çorbacı","Gece az mercimek çorbası","60.00","1.00","₺","2026-02-12 06:25:41","2026-02-12 06:25:41","0",NULL,NULL,"0"
"2186","2026-02-11","Market","Benzinlik","Abur cubur","230.00","1.00","₺","2026-02-12 06:27:27","2026-02-12 06:27:27","0",NULL,NULL,"0"
"2187","2026-02-11","Alcohol","Caurfoure","2 kutu bira","240.00","1.00","₺","2026-02-12 06:27:56","2026-02-12 06:27:56","0",NULL,NULL,"0"
"2188","2026-02-13","Benefaction","Akmeşe Merkez Camii","Cuma camii bağışı","30.00","1.00","₺","2026-02-13 10:58:03","2026-02-13 10:58:03","0",NULL,NULL,"0"
"2189","2026-02-12","Market","Tantunici","Pilav üstü tavuk.","150.00","1.00","₺","2026-02-13 10:58:38","2026-02-13 10:58:38","0",NULL,NULL,"0"
"2190","2026-02-14","Alcohol","Dallas Tekel","4 blanc","480.00","1.00","₺","2026-02-15 18:00:10","2026-02-15 18:00:10","0",NULL,NULL,"0"
"2191","2026-02-16","Savings","Midas","AFA fonu için haftalık transfer.","700.00","1.00","₺","2026-02-16 09:03:06","2026-02-16 09:03:06","0",NULL,NULL,"0"
"2192","2026-02-16","Savings","BinanceTR","otomatik yatırım.","2170.00","1.00","₺","2026-02-16 09:04:50","2026-02-16 09:04:50","0",NULL,NULL,"0"
"2193","2026-02-03","Savings","BinanceTR","otomatik yatırım.","2170.00","1.00","₺","2026-02-16 09:06:44","2026-02-16 09:06:44","0",NULL,NULL,"0"
"2194","2026-01-30","Hobby","Tunç Coşkun","4 derslik tenis ücreti.","3320.00","1.00","₺","2026-02-16 09:08:07","2026-02-16 09:08:07","0",NULL,NULL,"0"
"2195","2026-01-30","Savings","BinanceTR","otomatik yatırım.","2000.00","1.00","₺","2026-02-16 09:09:43","2026-02-16 09:09:43","0",NULL,NULL,"0"
"2196","2026-02-15","Savings","Acil Durum Hesabı","Acil durumlar için hesaba transfer.","200.00","1.00","₺","2026-02-16 09:18:56","2026-02-16 09:18:56","0",NULL,NULL,"0"
"2197","2026-02-15","Savings","Prim Bonusu","Prim Bonusuna transfer.","200.00","1.00","₺","2026-02-16 09:20:30","2026-02-16 09:20:30","0",NULL,NULL,"0"
"2198","2026-01-30","Savings","Prim Bonusu","Prim Bonusuna transfer.","300.00","1.00","₺","2026-02-16 09:25:59","2026-02-16 09:25:59","0",NULL,NULL,"0"
"2199","2026-02-13","Transportation","HGS","HGS otomatik yükleme.","500.00","1.00","₺","2026-02-16 10:22:23","2026-02-16 10:22:23","0",NULL,NULL,"0"
"2200","2026-02-11","Transportation","HGS","HGS otomatik yükleme.","500.00","1.00","₺","2026-02-16 10:22:38","2026-02-16 10:22:38","0",NULL,NULL,"0"
"2201","2026-02-11","Transportation","HGS","HGS otomatik yükleme.","100.00","1.00","₺","2026-02-16 10:22:49","2026-02-16 10:22:49","0",NULL,NULL,"0"
"2202","2026-02-16","Bills","Apple","2TB üyelik.","399.99","1.00","₺","2026-02-16 10:27:01","2026-02-16 10:27:01","0",NULL,NULL,"0"
"2203","2026-01-21","Savings","Türkiye Sigorta","50$ hayat sigortası birikimi.","2167.44","1.00","₺","2026-02-16 10:28:03","2026-02-16 10:28:03","0",NULL,NULL,"0"
"2204","2026-01-21","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 10:29:31","2026-02-16 10:29:31","0",NULL,NULL,"0"
"2205","2026-01-22","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 10:29:48","2026-02-16 10:29:48","0",NULL,NULL,"0"
"2206","2026-01-23","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 10:30:51","2026-02-16 10:30:51","0",NULL,NULL,"0"
"2207","2026-01-29","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 10:45:41","2026-02-16 10:45:41","0",NULL,NULL,"0"
"2208","2026-01-21","Bills","Netflix","Netflix abonelik ücreti.","379.99","1.00","₺","2026-02-16 11:19:26","2026-02-16 11:19:26","0",NULL,NULL,"0"
"2209","2026-02-01","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 11:19:55","2026-02-16 11:19:55","0",NULL,NULL,"0"
"2210","2026-02-03","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 11:20:08","2026-02-16 11:20:08","0",NULL,NULL,"0"
"2211","2026-02-05","Bills","Google","Youtube Premium","159.99","1.00","₺","2026-02-16 11:21:20","2026-02-16 11:21:20","0",NULL,NULL,"0"
"2212","2026-02-15","Market","File","Market alışverişi.","1526.93","1.00","₺","2026-02-16 11:22:00","2026-02-16 11:22:00","0",NULL,NULL,"0"
"2213","2026-02-06","Bills","İSU","Su faturası.","178.00","1.00","₺","2026-02-16 11:28:19","2026-02-16 11:28:19","0",NULL,NULL,"0"
"2214","2026-01-22","Bills","Türk Telekom","Ocak Telefon Faturası","416.75","1.00","₺","2026-02-16 11:29:30","2026-02-16 11:31:06","1",NULL,NULL,"0"
"2215","2026-02-08","Bills","Apple","ChatGPT","499.99","1.00","₺","2026-02-16 11:38:59","2026-02-16 11:38:59","0",NULL,NULL,"0"
"2216","2025-12-16","Bills","Apple","2TB üyelik.","399.99","1.00","₺","2026-02-16 11:41:09","2026-02-16 11:41:09","0",NULL,NULL,"0"
"2217","2026-01-05","Bills","Google","Youtube Premium","159.99","1.00","₺","2026-02-16 11:43:14","2026-02-16 11:43:14","0",NULL,NULL,"0"
"2218","2026-01-08","Bills","Apple","ChatGPT","499.99","1.00","₺","2026-02-16 11:43:57","2026-02-16 11:43:57","0",NULL,NULL,"0"
"2219","2025-11-16","Bills","Apple","2TB üyelik.","399.99","1.00","₺","2026-02-16 11:45:05","2026-02-16 11:45:05","0",NULL,NULL,"0"
"2220","2025-11-17","Bills","İzgaz","doğalgaz faturası","38.00","1.00","₺","2026-02-16 11:45:43","2026-02-16 11:45:43","0",NULL,NULL,"0"
"2221","2025-12-05","Bills","Google","Youtube Premium","159.99","1.00","₺","2026-02-16 11:47:12","2026-02-16 11:47:12","0",NULL,NULL,"0"
"2222","2025-12-08","Bills","Apple","ChatGPT","499.99","1.00","₺","2026-02-16 11:47:57","2026-02-16 11:47:57","0",NULL,NULL,"0"
"2223","2025-10-13","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:48:54","2026-02-16 11:48:54","0",NULL,NULL,"0"
"2224","2025-10-16","Bills","Apple","2TB üyelik.","399.99","1.00","₺","2026-02-16 11:49:56","2026-02-16 11:49:56","0",NULL,NULL,"0"
"2225","2025-10-17","Bills","İzgaz","doğalgaz faturası","49.00","1.00","₺","2026-02-16 11:50:42","2026-02-16 11:50:42","0",NULL,NULL,"0"
"2226","2025-10-17","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:51:01","2026-02-16 11:51:01","0",NULL,NULL,"0"
"2227","2025-10-22","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:51:51","2026-02-16 11:51:51","0",NULL,NULL,"0"
"2228","2025-10-26","Market","Migros","abur cubur.","16.95","1.00","₺","2026-02-16 11:52:27","2026-02-16 11:52:27","0",NULL,NULL,"0"
"2229","2025-10-29","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:53:12","2026-02-16 11:53:12","0",NULL,NULL,"0"
"2230","2025-10-30","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:53:39","2026-02-16 11:53:39","0",NULL,NULL,"0"
"2231","2025-11-01","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:54:01","2026-02-16 11:54:01","0",NULL,NULL,"0"
"2232","2025-11-02","Transportation","HGS","HGS otomatik yükleme.","400.00","1.00","₺","2026-02-16 11:54:28","2026-02-16 11:54:28","0",NULL,NULL,"0"
"2233","2025-11-05","Bills","Google","Youtube Premium","159.99","1.00","₺","2026-02-16 11:55:27","2026-02-16 11:55:27","0",NULL,NULL,"0"
"2234","2025-11-08","Bills","Apple","ChatGPT","499.99","1.00","₺","2026-02-16 11:56:19","2026-02-16 11:56:19","0",NULL,NULL,"0"
"2235","2025-09-14","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 11:57:49","2026-02-16 11:57:49","0",NULL,NULL,"0"
"2236","2025-09-16","Bills","Apple","2TB üyelik.","249.99","1.00","₺","2026-02-16 11:58:47","2026-02-16 11:58:47","0",NULL,NULL,"0"
"2237","2025-09-23","Savings","Türkiye Sigorta","50$ hayat sigortası birikimi.","2071.74","1.00","₺","2026-02-16 12:01:25","2026-02-16 12:01:25","0",NULL,NULL,"0"
"2238","2025-09-23","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 12:02:08","2026-02-16 12:02:08","0",NULL,NULL,"0"
"2239","2025-09-24","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 12:02:18","2026-02-16 12:02:18","0",NULL,NULL,"0"
"2240","2025-09-23","Transportation","HGS","HGS otomatik yükleme.","180.00","1.00","₺","2026-02-16 12:02:38","2026-02-16 12:02:38","0",NULL,NULL,"0"
"2241","2025-10-03","Transportation","HGS","HGS otomatik yükleme.","175.00","1.00","₺","2026-02-16 12:03:06","2026-02-16 12:03:06","0",NULL,NULL,"0"
"2242","2025-10-05","Bills","Google","Youtube Premium","159.99","1.00","₺","2026-02-16 12:03:45","2026-02-16 12:03:45","0",NULL,NULL,"0"
"2243","2025-10-08","Bills","Apple","ChatGPT","499.99","1.00","₺","2026-02-16 12:04:10","2026-02-16 12:04:10","0",NULL,NULL,"0"
"2244","2026-02-16","Alcohol","Emex","1 bira","250.00","1.00","₺","2026-02-16 22:28:02","2026-02-16 22:28:02","0",NULL,NULL,"0"
"2245","2026-02-16","Hobby","KOÜ Dans Kulübü","Milonga giriş ücreti.","400.00","1.00","₺","2026-02-16 22:28:42","2026-02-16 22:28:42","0",NULL,NULL,"0"
"2246","2026-02-17","Benefaction","262Live","Bahşiş","200.00","1.00","₺","2026-02-17 22:37:44","2026-02-17 22:37:44","0",NULL,NULL,"0"
"2247","2026-02-17","Alcohol","262Live","1 bira","230.00","1.00","₺","2026-02-17 22:38:18","2026-02-17 22:38:18","0",NULL,NULL,"0"
"2249","2026-02-17","Hobby","İddaa.com","İddaa parası.","100.00","1.00","₺","2026-02-18 14:12:19","2026-02-18 14:12:19","0",NULL,NULL,"0"
"2250","2026-02-21","Alcohol","262Live","2 bira","460.00","1.00","₺","2026-02-21 21:45:06","2026-02-21 21:45:06","0",NULL,NULL,"0"
"2251","2026-02-22","Meal","VKN: 1050564592","Yoğurtlu tavuk tantuni.","210.00","1.00","₺","2026-02-21 22:39:59","2026-02-27 11:03:50","1","19.09",NULL,"0"
"2252","2026-02-22","Fuel","Görpet","38,65lt x 56,94","2200.73","1.00","₺","2026-02-23 10:45:28","2026-02-23 10:45:28","1","366.79",NULL,"0"
"2253","2026-02-22","Market","File","Market alışverişi.","1631.22","1.00","₺","2026-02-23 10:49:11","2026-02-23 10:49:11","0",NULL,NULL,"0"
"2254","2026-02-20","Meal","Çınaraltı","Filiz ile Çınaraltı'nda tatlı. G?","539.00","1.00","₺","2026-02-23 10:52:51","2026-02-23 10:52:51","1","49.00",NULL,"0"
"2255","2026-02-20","Meal","Çınaraltı","Filiz ile Çınaraltı'nda tatlı.","539.00","1.00","₺","2026-02-23 10:53:10","2026-02-23 10:53:10","1","49.00",NULL,"1"
"2256","2026-02-25","Digital Asset","Google","2TB Depolama Alanı","2049.99","1.00","₺","2026-02-25 10:19:12","2026-02-25 10:19:12","0",NULL,NULL,"0"
"2257","2026-02-24","Barber","Murat Söyük","Tıraş parası","800.00","1.00","₺","2026-02-25 12:13:52","2026-02-25 12:13:52","0",NULL,NULL,"0"
"2258","2026-02-23","Savings","Midas","AFA fonu için haftalık transfer.","700.00","1.00","₺","2026-02-25 12:14:19","2026-02-25 12:14:19","0",NULL,NULL,"0"
"2259","2026-02-23","Savings","BinanceTR","otomatik yatırım.","2240.00","1.00","₺","2026-02-25 12:14:59","2026-02-25 12:14:59","0",NULL,NULL,"0"
"2260","2026-02-19","Savings","BinanceTR","oto trade denemesi","400.00","1.00","₺","2026-02-25 12:15:35","2026-02-25 12:15:46","0",NULL,NULL,"0"
"2261","2026-02-19","Hobby","İddaa.com","İddaa parası. G?","100.00","1.00","₺","2026-02-25 12:16:49","2026-02-25 12:16:49","0",NULL,NULL,"0"
"2262","2026-02-18","Alcohol","Qerida","2 bira","420.00","1.00","₺","2026-02-25 12:18:34","2026-02-25 12:18:34","0",NULL,NULL,"0"
"2263","2026-02-25","Hobby","Qerida","milonga giriş ücreti.","400.00","1.00","₺","2026-02-25 12:19:31","2026-02-25 12:19:31","0",NULL,NULL,"0"
"2264","2026-02-25","Alcohol","Qerida","1 bira","210.00","1.00","₺","2026-02-26 13:38:54","2026-02-26 13:38:54","0",NULL,NULL,"0"
"2265","2026-02-25","Women","Küp","Melinda ile küpte yemek ve şarap.","1285.00","1.00","₺","2026-02-26 13:39:59","2026-02-26 13:39:59","0",NULL,NULL,"0"
"2266","2026-02-25","Meal","Küp","Burger","380.00","1.00","₺","2026-02-26 13:40:21","2026-02-26 13:40:21","0",NULL,NULL,"0"
"2267","2026-02-26","Market","262Live","1 bira G?","230.00","1.00","₺","2026-02-26 23:04:37","2026-02-26 23:04:37","0",NULL,NULL,"0"
"2268","2026-02-26","Market","File","Market alışverişi","854.03","1.00","₺","2026-02-27 08:50:04","2026-02-27 08:50:04","0",NULL,NULL,"0"
"2269","2026-02-25","Parking","İspark","Otopark","300.00","1.00","₺","2026-02-27 10:52:36","2026-02-27 10:52:36","1","50.00",NULL,"0"
"2270","2026-03-06","Bills","İSU","Su faturası.","179.00","1.00","₺","2026-02-27 10:55:28","2026-02-27 10:55:28","0",NULL,NULL,"0"
"2271","2026-02-21","Coffee","Starbucks","Nazlı ile kahve.","325.00","1.00","₺","2026-02-27 10:56:23","2026-02-27 10:56:23","1","29.55",NULL,"0"
"2272","2026-02-20","Coffee","Sanat Evi Cafe","KSM6","210.00","1.00","₺","2026-02-27 10:57:46","2026-02-27 10:57:46","1","19.09",NULL,"0"
"2273","2026-02-12","Alcohol","262Live",NULL,"350.00","1.00","₺","2026-02-27 11:06:06","2026-02-27 11:06:06","0",NULL,NULL,"0"
"2274","2026-02-26","Bills","Gürkan Öztaban","Muhasebeci ücreti","2000.00","1.00","₺","2026-02-27 12:04:22","2026-02-27 12:04:22","1","333.33",NULL,"0"
"2275","2026-02-26","Tax-Penalty Charge","Devlet","Geçici vergi.","1095.20","1.00","₺","2026-02-27 12:04:57","2026-02-27 12:06:28","0",NULL,NULL,"0"
"2276","2026-02-26","Tax-Penalty Charge","Devlet","Devlete ödenen KDV vergisi.","791.00","1.00","₺","2026-02-27 12:06:20","2026-02-27 12:06:44","0",NULL,NULL,"0"
"2277","2026-02-26","Savings","SGK","Bağkur ödemesi","10156.73","1.00","₺","2026-02-27 12:07:23","2026-02-27 12:10:14","1",NULL,NULL,"0"
"2278","2026-02-12","Meal","262Live","Başkasının fişi masraf olarak alındı.","1170.00","1.00","₺","2026-02-27 12:42:39","2026-02-27 12:42:39","1","106.36",NULL,"1"
"2279","2026-02-11","Alcohol","Fil","2 bira içecek masraf","650.00","1.00","₺","2026-02-27 12:46:18","2026-02-27 12:46:18","1","59.09",NULL,"0"
"2280","2026-02-17","Fuel","Görpet","45,72lt x 56,87₺","2600.10","1.00","₺","2026-02-27 12:47:41","2026-02-27 12:47:41","1","433.35",NULL,"0"
"2281","2026-02-19","Coffee","Doco Petrol","Kahve çikolata","165.00","1.00","₺","2026-02-27 12:49:07","2026-02-27 12:49:07","1","10.54",NULL,"0"
"2282","2026-02-13","Meal","33 Mersin Tantuni","Yiyecek","500.00","1.00","₺","2026-02-27 12:49:59","2026-02-27 12:49:59","1","45.45",NULL,"0"
"2283","2026-02-11","Coffee","Shell","Kahve çikolata","165.00","1.00","₺","2026-02-27 12:51:04","2026-02-27 12:51:04","1","9.33",NULL,"0"
"2284","2026-02-11","Fuel","Başyıldız Akaryakıt","48,26lt x 55,75₺","2690.50","1.00","₺","2026-02-27 12:52:11","2026-02-27 12:52:11","1","448.42",NULL,"0"
"2285","2026-02-17","Meal","Tavuk Dünyası","Siriraça tavuk","345.00","1.00","₺","2026-02-27 12:53:09","2026-02-27 12:53:09","1","31.36",NULL,"0"
"2286","2026-02-18","Women","Taze","Nazlı için kahve.","105.00","1.00","₺","2026-02-27 12:54:14","2026-02-27 12:54:14","1","9.55",NULL,"0"
"2287","2026-02-17","Meal","Samet Aktaşlı","Çiğ köfte dürüm.","105.00","1.00","₺","2026-02-27 12:54:50","2026-02-27 12:54:50","1","9.55",NULL,"0"
"2288","2026-02-27","Accommodation","AirBNB","Bakü Konaklama","5451.48","1.00","₺","2026-02-27 13:00:18","2026-02-27 13:00:18","0",NULL,NULL,"0"
"2289","2026-02-28","Market","Akmar","Market alışverişi","389.80","1.00","₺","2026-03-02 12:26:09","2026-03-02 12:26:09","0",NULL,NULL,"0"
"2290","2026-03-03","Fuel","Total","47,68lt x 58,1₺","2770.21","1.00","₺","2026-03-02 23:08:40","2026-03-02 23:08:40","1","461.70",NULL,"0"
"2291","2026-03-04","Meal","Starbucks","Kahve ve sandviç.","365.00","1.00","₺","2026-03-04 08:26:42","2026-03-04 08:26:42","1","33.18",NULL,"0"
